x,y
-10.0,-45.93626417969526
-9.899497487437186,-38.533478891240634
-9.798994974874372,-40.5545478762282
-9.698492462311558,-36.99815141269446
-9.597989949748744,-37.3022658752912
-9.49748743718593,-40.466812948593535
-9.396984924623116,-38.54445787330102
-9.296482412060302,-39.847389777574634
-9.195979899497488,-35.08732412906332
-9.095477386934673,-31.969678103345537
-8.99497487437186,-31.854137505520473
-8.894472361809045,-36.532131507321644
-8.793969849246231,-38.3012912791259
-8.693467336683417,-33.80321865359353
-8.592964824120603,-38.868885889769686
-8.492462311557789,-34.18623292991117
-8.391959798994975,-30.51981788564349
-8.291457286432161,-31.54917252192065
-8.190954773869347,-29.617535500528252
-8.090452261306533,-31.107634529376714
-7.989949748743719,-29.01181759120434
-7.889447236180905,-34.870614263447635
-7.788944723618091,-30.475173964639232
-7.688442211055277,-30.58822970580409
-7.5879396984924625,-30.59779949279909
-7.4874371859296485,-31.01186662899115
-7.386934673366834,-24.975487475959007
-7.28643216080402,-26.620477615293986
-7.185929648241206,-29.34118002498223
-7.085427135678392,-29.552530989165962
-6.984924623115578,-28.05373416205779
-6.884422110552764,-26.76338063210872
-6.78391959798995,-25.815262890758756
-6.683417085427136,-22.744862602262746
-6.582914572864322,-19.048302478002324
-6.482412060301508,-27.11271750551931
-6.381909547738694,-22.50226363714946
-6.28140703517588,-21.429958294737972
-6.180904522613066,-24.601926927156647
-6.080402010050252,-16.76651943295728
-5.979899497487437,-16.73822868510514
-5.879396984924623,-17.41840207663686
-5.7788944723618085,-14.98696867466488
-5.6783919597989945,-16.480928387906342
-5.57788944723618,-16.57273002170582
-5.477386934673366,-14.660645721101366
-5.376884422110552,-15.865633441086226
-5.276381909547738,-14.847653191151574
-5.175879396984924,-19.119808336743535
-5.07537688442211,-14.486682577820408
-4.974874371859296,-10.518368322063548
-4.874371859296482,-12.424274833297556
-4.773869346733668,-18.32355108937209
-4.673366834170854,-14.299924604342898
-4.57286432160804,-15.485110329510185
-4.472361809045226,-10.230372786829875
-4.371859296482412,-7.988118623235543
-4.271356783919598,-12.534615842550739
-4.1708542713567835,-7.207893224599038
-4.0703517587939695,-5.997447789083909
-3.9698492462311554,-5.392536983142975
-3.8693467336683414,-8.228254184707657
-3.7688442211055273,-11.991961417321033
-3.6683417085427132,-9.846238964088293
-3.567839195979899,-12.711510161159564
-3.467336683417085,-3.5175441213716967
-3.366834170854271,-5.983410076539961
-3.266331658291457,-8.029644455700215
-3.165829145728643,-10.411090047924905
-3.065326633165829,-6.6843644709625245
-2.964824120603015,-0.9853198975298234
-2.8643216080402008,-8.697209540231661
-2.7638190954773867,-0.2502474589762391
-2.6633165829145726,-7.682919094083168
-2.5628140703517586,-0.21504363348825484
-2.4623115577889445,-6.077772269409571
-2.3618090452261304,-1.238487080806358
-2.2613065326633164,-2.0454279891501095
-2.1608040201005023,-3.8770978380195786
-2.0603015075376883,3.5982653318903592
-1.9597989949748733,3.0105162821896316
-1.8592964824120592,-0.30530984736890043
